CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
30,122,Veracruz,Pajapan,Municipio indígena,Municipio muestreado,Alto,0,0,17480,,16528,,13509,,3971,,9891,,16263,,n.a.,,5017,,3890,,1127,,2106,,4580,,n.a.,,1052,,843,,209,*,312,*,930,,1882,,1419,,463,,733,,1718,,1029,,810,,219,,519,,957,,1054,,818,,236,,542,,975,,4070,,3079,,991,,1611,,3714,,774,,632,,142,*,246,,696,,1821,,1370,,451,,696,,1665,,883,,673,,210,,428,,815,,592,,404,,188,,241,*,538,,3236,,2800,,436,*,2654,,3117,,n.a.,,1926,,1466,,460,,1131,,1819,,1035,,770,,265,*,577,,973,,14288,6146,8142,2630,23,90
30,123,Veracruz,Pánuco,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,100549,,95452,,4192,,96357,,1838,*,15474,,n.a.,,26526,,1151,*,25375,,164,*,3765,,n.a.,,5456,,n.a.,,n.a.,,n.a.,,n.a.,,9864,,n.a.,,n.a.,,n.a.,,n.a.,,5354,,n.a.,,n.a.,,n.a.,,n.a.,,5852,,n.a.,,n.a.,,n.a.,,n.a.,,22632,,n.a.,,n.a.,,n.a.,,n.a.,,3391,,n.a.,,n.a.,,n.a.,,n.a.,,9715,,n.a.,,n.a.,,n.a.,,n.a.,,5069,,n.a.,,n.a.,,n.a.,,n.a.,,4457,,n.a.,,n.a.,,n.a.,,n.a.,,4647,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,12786,,n.a.,,n.a.,,n.a.,,n.a.,,7817,,n.a.,,n.a.,,n.a.,,n.a.,,58726,8517,50209,30595,5434,11291
30,124,Veracruz,Papantla,Municipio indígena,Municipio muestreado,Alto,0,0,161097,,152573,,68481,,92616,,32750,,123029,,n.a.,,42416,,16141,,26275,,2399,*,31313,,n.a.,,8379,,2898,*,5481,,232,*,6403,,16396,,5969,,10427,,644,*,12119,,8824,,3774,*,5050,,640,*,6295,,8817,,3500,*,5317,,883,*,6496,,36101,,13725,,22376,,2122,,26333,,4801,,1631,*,3170,*,145,*,3477,*,16336,,5942,,10394,,642,,12086,,8032,,3464,,4568,,607,,5788,,6932,,2688,,4244,,728,*,4982,,12069,,8378,*,3691,*,7099,*,10598,,n.a.,,20564,,8526,,12038,,2511,,15743,,13173,,5240,,7933,,1420,*,9961,,116536,31912,84624,52735,2663,13338
30,125,Veracruz,Paso del Macho,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,31890,,30246,,216,*,31674,,66,*,4161,,n.a.,,8895,,40,*,8855,,2,*,1147,,n.a.,,1730,,n.a.,,n.a.,,n.a.,,n.a.,,3823,,n.a.,,n.a.,,n.a.,,n.a.,,1742,,n.a.,,n.a.,,n.a.,,n.a.,,1600,,n.a.,,n.a.,,n.a.,,n.a.,,7362,,n.a.,,n.a.,,n.a.,,n.a.,,951,,n.a.,,n.a.,,n.a.,,n.a.,,3748,,n.a.,,n.a.,,n.a.,,n.a.,,1572,,n.a.,,n.a.,,n.a.,,n.a.,,1091,,n.a.,,n.a.,,n.a.,,n.a.,,2339,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,3329,,n.a.,,n.a.,,n.a.,,n.a.,,1642,,n.a.,,n.a.,,n.a.,,n.a.,,20006,3565,16442,9050,1607,2558
30,126,Veracruz,Paso de Ovejas,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,33392,,31876,,99,*,33293,,33,*,4505,,n.a.,,7988,,21,*,7967,,3,*,984,,n.a.,,1552,,n.a.,,n.a.,,n.a.,,n.a.,,3260,,n.a.,,n.a.,,n.a.,,n.a.,,1625,,n.a.,,n.a.,,n.a.,,n.a.,,1551,,n.a.,,n.a.,,n.a.,,n.a.,,6849,,n.a.,,n.a.,,n.a.,,n.a.,,918,,n.a.,,n.a.,,n.a.,,n.a.,,3206,,n.a.,,n.a.,,n.a.,,n.a.,,1544,,n.a.,,n.a.,,n.a.,,n.a.,,1181,,n.a.,,n.a.,,n.a.,,n.a.,,2037,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,4039,,n.a.,,n.a.,,n.a.,,n.a.,,2715,,n.a.,,n.a.,,n.a.,,n.a.,,15658,2483,13176,10117,1644,5518
30,127,Veracruz,La Perla,Municipio con población indígena dispera,Municipio muestreado,Muy alto,0,0,26880,,24711,,200,*,26680,,69,*,22773,,n.a.,,11422,,73,*,11349,,13,*,9656,,n.a.,,2376,,n.a.,,n.a.,,n.a.,,n.a.,,4479,,n.a.,,n.a.,,n.a.,,n.a.,,2443,,n.a.,,n.a.,,n.a.,,n.a.,,2124,,n.a.,,n.a.,,n.a.,,n.a.,,7775,,n.a.,,n.a.,,n.a.,,n.a.,,1147,,n.a.,,n.a.,,n.a.,,n.a.,,4260,,n.a.,,n.a.,,n.a.,,n.a.,,1809,,n.a.,,n.a.,,n.a.,,n.a.,,559,,n.a.,,n.a.,,n.a.,,n.a.,,4179,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1083,,n.a.,,n.a.,,n.a.,,n.a.,,336,*,n.a.,,n.a.,,n.a.,,n.a.,,18494,9237,9257,1915,32,33
30,128,Veracruz,Perote,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,72795,,67798,,643,*,72152,,206,*,9597,,n.a.,,23353,,226,*,23127,,20,*,2946,,n.a.,,4889,,n.a.,,n.a.,,n.a.,,n.a.,,9470,,n.a.,,n.a.,,n.a.,,n.a.,,4833,,n.a.,,n.a.,,n.a.,,n.a.,,4161,,n.a.,,n.a.,,n.a.,,n.a.,,18723,,n.a.,,n.a.,,n.a.,,n.a.,,2358,,n.a.,,n.a.,,n.a.,,n.a.,,9219,,n.a.,,n.a.,,n.a.,,n.a.,,4440,,n.a.,,n.a.,,n.a.,,n.a.,,2706,,n.a.,,n.a.,,n.a.,,n.a.,,4164,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,8725,,n.a.,,n.a.,,n.a.,,n.a.,,4918,,n.a.,,n.a.,,n.a.,,n.a.,,45160,6635,38524,11499,2208,4712
30,129,Veracruz,Platón Sánchez,Municipio indígena,Municipio muestreado,Alto,0,0,18145,,17265,,7611,,10534,,5152,,8894,,n.a.,,5383,,2463,,2920,,1332,,2782,,n.a.,,983,,409,,574,,155,*,479,,2138,,974,,1164,,549,,1140,,1153,,539,,614,,335,,594,,1109,,541,,568,,293,,569,,4824,,2187,,2637,,1206,,2466,,758,,323,,435,,121,,362,,2099,,959,,1140,,543,,1113,,1098,,509,,589,,321,,564,,869,,396,,473,,221,,427,,2534,,1702,,832,,1573,,1771,,n.a.,,1595,,391,,1204,,199,*,566,,972,,198,*,774,,69,*,300,*,13045,4102,8943,2641,321,798
30,130,Veracruz,Playa Vicente,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,39205,,37135,,15298,,23907,,9192,,17047,,n.a.,,11251,,4269,,6982,,1368,,4522,,n.a.,,2151,,765,,1386,,169,*,809,,4235,,1562,,2673,,512,*,1711,,2502,,1018,,1484,,340,*,1053,,2363,,924,,1439,,347,*,949,,9533,,3522,,6011,,1127,,3781,,1265,,377,*,888,,87,*,413,*,4159,,1520,,2639,,486,,1672,,2343,,940,,1403,,304,,986,,1766,,685,,1081,,250,*,710,,4449,,2744,,1705,,2518,,2880,,n.a.,,3608,,1176,,2432,,519,,1380,,1869,,605,,1264,,255,*,722,,30788,7749,23039,10419,184,1180
30,131,Veracruz,Poza Rica de Hidalgo,Municipio con presencia indígena,Municipio muestreado,Muy bajo,0,0,200119,,190395,,13388,,186731,,5044,,65631,,n.a.,,46331,,3311,*,43020,,225,*,14944,,n.a.,,9299,,648,*,8651,,14,*,2772,,18371,,1473,*,16898,,101,*,6307,,9102,,505,*,8597,,30,*,3006,,9559,,685,*,8874,,80,*,2859,*,40448,,2737,,37711,,169,*,13041,,5539,,344,*,5195,,14,,1565,*,18050,,1431,,16619,,101,,6199,,8764,,472,,8292,,30,,2883,,8095,,490,*,7605,,24,*,2394,,5214,,907,*,4307,,813,*,2755,*,n.a.,,28387,,1937,,26450,,453,*,9061,,21701,,1350,*,20351,,300,*,6614,,83842,12340,71503,61056,9986,47816
30,132,Veracruz,Las Vigas de Ramírez,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,19725,,18347,,58,*,19667,,22,*,3842,,n.a.,,6264,,18,*,6246,,4,*,1194,,n.a.,,1311,,n.a.,,n.a.,,n.a.,,n.a.,,2556,,n.a.,,n.a.,,n.a.,,n.a.,,1233,,n.a.,,n.a.,,n.a.,,n.a.,,1164,,n.a.,,n.a.,,n.a.,,n.a.,,5105,,n.a.,,n.a.,,n.a.,,n.a.,,716,,n.a.,,n.a.,,n.a.,,n.a.,,2523,,n.a.,,n.a.,,n.a.,,n.a.,,1146,,n.a.,,n.a.,,n.a.,,n.a.,,720,,n.a.,,n.a.,,n.a.,,n.a.,,1449,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2069,,n.a.,,n.a.,,n.a.,,n.a.,,1047,,n.a.,,n.a.,,n.a.,,n.a.,,13341,2791,10550,3176,402,611
30,133,Veracruz,Pueblo Viejo,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,57646,,54701,,2957,,54689,,1018,*,17107,,n.a.,,15762,,856,*,14906,,58,*,4396,,n.a.,,3017,,n.a.,,n.a.,,n.a.,,n.a.,,6418,,n.a.,,n.a.,,n.a.,,n.a.,,3217,,n.a.,,n.a.,,n.a.,,n.a.,,3110,,n.a.,,n.a.,,n.a.,,n.a.,,13149,,n.a.,,n.a.,,n.a.,,n.a.,,1580,,n.a.,,n.a.,,n.a.,,n.a.,,6279,,n.a.,,n.a.,,n.a.,,n.a.,,3075,,n.a.,,n.a.,,n.a.,,n.a.,,2215,,n.a.,,n.a.,,n.a.,,n.a.,,1671,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,7480,,n.a.,,n.a.,,n.a.,,n.a.,,4240,,n.a.,,n.a.,,n.a.,,n.a.,,32996,5234,27762,13821,4136,6092
30,134,Veracruz,Puente Nacional,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,22454,,21427,,101,*,22353,,38,*,1053,,n.a.,,5560,,28,*,5532,,2,*,273,*,n.a.,,1013,,n.a.,,n.a.,,n.a.,,n.a.,,2318,,n.a.,,n.a.,,n.a.,,n.a.,,1153,,n.a.,,n.a.,,n.a.,,n.a.,,1076,,n.a.,,n.a.,,n.a.,,n.a.,,4770,,n.a.,,n.a.,,n.a.,,n.a.,,595,,n.a.,,n.a.,,n.a.,,n.a.,,2290,,n.a.,,n.a.,,n.a.,,n.a.,,1083,,n.a.,,n.a.,,n.a.,,n.a.,,802,,n.a.,,n.a.,,n.a.,,n.a.,,1068,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2581,,n.a.,,n.a.,,n.a.,,n.a.,,1538,,n.a.,,n.a.,,n.a.,,n.a.,,10915,1676,9239,6246,1168,3617
30,135,Veracruz,Rafael Delgado,Municipio indígena,Municipio muestreado,Alto,0,0,23112,,21789,,16817,,6295,,10911,,17346,,n.a.,,7583,,5756,,1827,,2775,,5714,,n.a.,,1471,,1096,,375,,405,,1093,,3002,,2346,,656,,1105,,2270,,1701,,1281,,420,,693,,1292,,1409,,1033,,376,,572,,1059,,6289,,4712,,1577,,2248,,4686,,873,,632,,241,,239,*,636,,2949,,2297,,652,,1088,,2225,,1510,,1119,,391,,586,,1137,,957,,664,,293,,335,,688,,1911,,1696,,215,*,1600,,1655,,n.a.,,2750,,1867,,883,,1182,,1980,,1560,,1047,,513,,600,,1050,,15557,5534,10024,2953,636,1078
30,136,Veracruz,Rafael Lucio,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,8068,,7596,,65,*,8003,,25,*,747,,n.a.,,2504,,15,*,2489,,0,,190,*,n.a.,,534,,n.a.,,n.a.,,n.a.,,n.a.,,1049,,n.a.,,n.a.,,n.a.,,n.a.,,488,,n.a.,,n.a.,,n.a.,,n.a.,,433,,n.a.,,n.a.,,n.a.,,n.a.,,2095,,n.a.,,n.a.,,n.a.,,n.a.,,294,,n.a.,,n.a.,,n.a.,,n.a.,,1038,,n.a.,,n.a.,,n.a.,,n.a.,,463,,n.a.,,n.a.,,n.a.,,n.a.,,300,,n.a.,,n.a.,,n.a.,,n.a.,,360,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1071,,n.a.,,n.a.,,n.a.,,n.a.,,573,,n.a.,,n.a.,,n.a.,,n.a.,,4719,699,4020,1960,540,809
30,137,Veracruz,Los Reyes,Municipio indígena,Municipio censado,Muy alto,0,0,5830,,5479,,5767,,63,*,4994,,5737,,n.a.,,2083,,2060,,23,*,1748,,2041,,n.a.,,362,,357,,5,*,239,,345,,838,,825,,13,*,701,,821,,476,,471,,5,*,426,,471,,407,,407,,0,,382,,404,,1888,,1866,,22,,1591,,1852,,301,,296,,5,,206,,288,,832,,819,,13,,696,,815,,455,,451,,4,*,411,,450,,300,,300,,n.a.,,278,,299,,1043,,1038,,5,*,1022,,1038,,n.a.,,674,,665,,9,,630,,669,,313,,308,,5,*,294,,309,,5249,2762,2487,497,29,25
30,138,Veracruz,Río Blanco,Municipio con población indígena dispera,Municipio muestreado,Muy bajo,0,0,41927,,40240,,1072,,40855,,444,*,5806,,n.a.,,9965,,229,*,9736,,21,*,1214,,n.a.,,1883,,n.a.,,n.a.,,n.a.,,n.a.,,3989,,n.a.,,n.a.,,n.a.,,n.a.,,2102,,n.a.,,n.a.,,n.a.,,n.a.,,1991,,n.a.,,n.a.,,n.a.,,n.a.,,8857,,n.a.,,n.a.,,n.a.,,n.a.,,1275,,n.a.,,n.a.,,n.a.,,n.a.,,3907,,n.a.,,n.a.,,n.a.,,n.a.,,2016,,n.a.,,n.a.,,n.a.,,n.a.,,1659,,n.a.,,n.a.,,n.a.,,n.a.,,939,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,5682,,n.a.,,n.a.,,n.a.,,n.a.,,4175,,n.a.,,n.a.,,n.a.,,n.a.,,15853,1456,14397,6164,4581,7732
30,139,Veracruz,Saltabarranca,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,6147,,5919,,22,*,6125,,11,*,18,*,n.a.,,1412,,3,*,1409,,0,,2,*,n.a.,,268,,n.a.,,n.a.,,n.a.,,n.a.,,519,,n.a.,,n.a.,,n.a.,,n.a.,,296,,n.a.,,n.a.,,n.a.,,n.a.,,329,,n.a.,,n.a.,,n.a.,,n.a.,,1233,,n.a.,,n.a.,,n.a.,,n.a.,,180,,n.a.,,n.a.,,n.a.,,n.a.,,502,,n.a.,,n.a.,,n.a.,,n.a.,,279,,n.a.,,n.a.,,n.a.,,n.a.,,272,,n.a.,,n.a.,,n.a.,,n.a.,,746,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,606,,n.a.,,n.a.,,n.a.,,n.a.,,383,,n.a.,,n.a.,,n.a.,,n.a.,,2845,362,2483,1741,563,964
30,140,Veracruz,San Andrés Tenejapan,Municipio indígena,Municipio censado,Alto,1,1,2921,,2726,,2547,,374,,1976,,2488,,17,,935,,812,,123,,533,,791,,4,,177,,155,,22,,62,,156,,376,,325,,51,,219,,313,,186,,165,,21,,117,,161,,196,,167,,29,,135,,161,,759,,658,,101,,436,,639,,99,,89,,10,,38,,89,,371,,320,,51,,214,,308,,174,,153,,21,,107,,150,,115,,96,,19,,77,,92,,332,,305,,27,,297,,309,,1,,295,,259,,36,,219,,250,,160,,137,,23,,115,,133,,2271,779,1492,616,10,9
30,141,Veracruz,San Andrés Tuxtla,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,164834,,156594,,1474,*,163360,,548,*,27408,,n.a.,,47021,,424,*,46597,,36,*,7379,,n.a.,,9016,,n.a.,,n.a.,,n.a.,,n.a.,,17127,,n.a.,,n.a.,,n.a.,,n.a.,,10264,,n.a.,,n.a.,,n.a.,,n.a.,,10614,,n.a.,,n.a.,,n.a.,,n.a.,,37706,,n.a.,,n.a.,,n.a.,,n.a.,,4713,,n.a.,,n.a.,,n.a.,,n.a.,,16405,,n.a.,,n.a.,,n.a.,,n.a.,,9031,,n.a.,,n.a.,,n.a.,,n.a.,,7557,,n.a.,,n.a.,,n.a.,,n.a.,,20920,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,15780,,n.a.,,n.a.,,n.a.,,n.a.,,8487,,n.a.,,n.a.,,n.a.,,n.a.,,113758,37383,76374,25359,3470,8758
30,142,Veracruz,San Juan Evangelista,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,33929,,32264,,556,*,33373,,220,*,5059,,n.a.,,9554,,139,*,9415,,7,*,1200,,n.a.,,1641,,n.a.,,n.a.,,n.a.,,n.a.,,3793,,n.a.,,n.a.,,n.a.,,n.a.,,2152,,n.a.,,n.a.,,n.a.,,n.a.,,1968,,n.a.,,n.a.,,n.a.,,n.a.,,7725,,n.a.,,n.a.,,n.a.,,n.a.,,795,,n.a.,,n.a.,,n.a.,,n.a.,,3651,,n.a.,,n.a.,,n.a.,,n.a.,,1921,,n.a.,,n.a.,,n.a.,,n.a.,,1358,,n.a.,,n.a.,,n.a.,,n.a.,,3553,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,3347,,n.a.,,n.a.,,n.a.,,n.a.,,1711,,n.a.,,n.a.,,n.a.,,n.a.,,27197,6424,20773,9619,387,952
30,143,Veracruz,Santiago Tuxtla,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,57466,,54823,,431,*,57035,,190,*,7217,,n.a.,,15716,,152,*,15564,,42,*,1924,,n.a.,,2949,,n.a.,,n.a.,,n.a.,,n.a.,,6064,,n.a.,,n.a.,,n.a.,,n.a.,,3435,,n.a.,,n.a.,,n.a.,,n.a.,,3268,,n.a.,,n.a.,,n.a.,,n.a.,,12727,,n.a.,,n.a.,,n.a.,,n.a.,,1524,,n.a.,,n.a.,,n.a.,,n.a.,,5836,,n.a.,,n.a.,,n.a.,,n.a.,,3128,,n.a.,,n.a.,,n.a.,,n.a.,,2239,,n.a.,,n.a.,,n.a.,,n.a.,,8986,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,5362,,n.a.,,n.a.,,n.a.,,n.a.,,2742,,n.a.,,n.a.,,n.a.,,n.a.,,44164,13474,30689,11736,856,2194
30,144,Veracruz,Sayula de Alemán,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,32721,,31001,,10994,,21727,,4326,,14938,,n.a.,,9555,,2954,,6601,,126,*,4003,,n.a.,,1825,,511,,1314,,3,*,718,,3854,,1137,,2717,,39,*,1616,,2057,,672,,1385,,43,*,876,,1819,,634,,1185,,41,*,793,,7892,,2393,,5499,,113,,3318,,935,,222,*,713,,1,*,334,*,3731,,1089,,2642,,39,,1581,,1835,,609,,1226,,43,,785,,1391,,473,,918,,30,*,618,,3352,,1492,,1860,,1255,,1760,,n.a.,,3727,,1280,,2447,,200,*,1648,,2328,,878,,1450,,155,*,992,,24528,6171,18357,8920,380,963
30,145,Veracruz,Soconusco,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,16363,,15477,,558,,15805,,212,*,4544,,n.a.,,4484,,128,*,4356,,18,*,1179,,n.a.,,874,,n.a.,,n.a.,,n.a.,,n.a.,,1767,,n.a.,,n.a.,,n.a.,,n.a.,,905,,n.a.,,n.a.,,n.a.,,n.a.,,938,,n.a.,,n.a.,,n.a.,,n.a.,,3959,,n.a.,,n.a.,,n.a.,,n.a.,,644,,n.a.,,n.a.,,n.a.,,n.a.,,1727,,n.a.,,n.a.,,n.a.,,n.a.,,858,,n.a.,,n.a.,,n.a.,,n.a.,,730,,n.a.,,n.a.,,n.a.,,n.a.,,1211,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2211,,n.a.,,n.a.,,n.a.,,n.a.,,1474,,n.a.,,n.a.,,n.a.,,n.a.,,10068,2058,8010,4746,522,1760
30,146,Veracruz,Sochiapa,Municipio con población indígena dispera,Municipio censado,Alto,0,0,3656,,3450,,11,*,3645,,2,*,576,,n.a.,,1177,,4,*,1173,,0,,168,*,n.a.,,239,,n.a.,,n.a.,,n.a.,,n.a.,,472,,n.a.,,n.a.,,n.a.,,n.a.,,242,,n.a.,,n.a.,,n.a.,,n.a.,,224,,n.a.,,n.a.,,n.a.,,n.a.,,938,,n.a.,,n.a.,,n.a.,,n.a.,,140,,n.a.,,n.a.,,n.a.,,n.a.,,461,,n.a.,,n.a.,,n.a.,,n.a.,,202,,n.a.,,n.a.,,n.a.,,n.a.,,135,,n.a.,,n.a.,,n.a.,,n.a.,,247,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,397,,n.a.,,n.a.,,n.a.,,n.a.,,176,*,n.a.,,n.a.,,n.a.,,n.a.,,2574,452,2122,1012,15,36
30,147,Veracruz,Soledad Atzompa,Municipio indígena,Municipio censado,Muy alto,0,0,23130,,21490,,22838,,292,,20807,,22804,,n.a.,,8272,,8178,,94,*,7943,,8159,,n.a.,,1676,,1660,,16,*,1593,,1659,,3420,,3379,,41,*,3300,,3368,,1749,,1730,,19,*,1687,,1729,,1427,,1409,,18,*,1363,,1403,,6195,,6114,,81,,5939,,6107,,822,,811,,11,*,778,,812,,3327,,3287,,40,,3213,,3278,,1453,,1434,,19,,1398,,1438,,593,,582,,11,*,550,,579,,4439,,4423,,16,*,4385,,4395,,n.a.,,1523,,1485,,38,*,1453,,1498,,529,,506,,23,*,492,,516,,21920,13674,8246,1014,44,33
30,148,Veracruz,Soledad de Doblado,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,27770,,26347,,199,*,27571,,70,*,4178,,n.a.,,6982,,49,*,6933,,6,*,1016,,n.a.,,1358,,n.a.,,n.a.,,n.a.,,n.a.,,2671,,n.a.,,n.a.,,n.a.,,n.a.,,1483,,n.a.,,n.a.,,n.a.,,n.a.,,1470,,n.a.,,n.a.,,n.a.,,n.a.,,5494,,n.a.,,n.a.,,n.a.,,n.a.,,775,,n.a.,,n.a.,,n.a.,,n.a.,,2571,,n.a.,,n.a.,,n.a.,,n.a.,,1262,,n.a.,,n.a.,,n.a.,,n.a.,,886,,n.a.,,n.a.,,n.a.,,n.a.,,2125,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2812,,n.a.,,n.a.,,n.a.,,n.a.,,1535,,n.a.,,n.a.,,n.a.,,n.a.,,19627,3884,15743,8572,558,2078
30,149,Veracruz,Soteapan,Municipio indígena,Municipio muestreado,Muy alto,0,0,35155,,32781,,32879,,2276,,27773,,33232,,n.a.,,12463,,11747,,716,,9765,,11794,,n.a.,,2291,,2121,,170,*,1576,,2129,,5147,,4869,,278,*,4061,,4879,,2608,,2465,,143,*,2135,,2476,,2417,,2292,,125,*,1993,,2310,,10416,,9792,,624,,8126,,9866,,1445,,1326,,119,*,958,,1339,,5003,,4725,,278,,3941,,4744,,2341,,2216,,125,,1905,,2235,,1627,,1525,,102,*,1322,,1548,,7393,,7203,,190,*,7098,,7175,,n.a.,,3088,,2849,,239,,2631,,2953,,1532,,1396,,136,*,1248,,1466,,23652,13534,10118,2627,46,169
30,150,Veracruz,Tamalín,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,11750,,11213,,2106,,9644,,833,,6432,,n.a.,,3250,,426,,2824,,13,*,1741,,n.a.,,531,,n.a.,,n.a.,,n.a.,,n.a.,,1212,,n.a.,,n.a.,,n.a.,,n.a.,,775,,n.a.,,n.a.,,n.a.,,n.a.,,732,,n.a.,,n.a.,,n.a.,,n.a.,,2822,,n.a.,,n.a.,,n.a.,,n.a.,,341,,n.a.,,n.a.,,n.a.,,n.a.,,1202,,n.a.,,n.a.,,n.a.,,n.a.,,732,,n.a.,,n.a.,,n.a.,,n.a.,,547,,n.a.,,n.a.,,n.a.,,n.a.,,869,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1340,,n.a.,,n.a.,,n.a.,,n.a.,,740,,n.a.,,n.a.,,n.a.,,n.a.,,9074,2052,7021,2593,85,228
30,151,Veracruz,Tamiahua,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,23120,,22297,,743,,22377,,298,*,8156,,n.a.,,5911,,194,*,5717,,18,*,2014,,n.a.,,806,,n.a.,,n.a.,,n.a.,,n.a.,,2209,,n.a.,,n.a.,,n.a.,,n.a.,,1430,,n.a.,,n.a.,,n.a.,,n.a.,,1466,,n.a.,,n.a.,,n.a.,,n.a.,,5348,,n.a.,,n.a.,,n.a.,,n.a.,,531,,n.a.,,n.a.,,n.a.,,n.a.,,2167,,n.a.,,n.a.,,n.a.,,n.a.,,1390,,n.a.,,n.a.,,n.a.,,n.a.,,1260,,n.a.,,n.a.,,n.a.,,n.a.,,1918,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2008,,n.a.,,n.a.,,n.a.,,n.a.,,1265,,n.a.,,n.a.,,n.a.,,n.a.,,19229,4710,14520,8712,168,630
